name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime
0;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
1;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
2;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
3;0.13;False;0.07;False;0.09;False;0.48;False;0.08597569500000002
4;0.03;True;0.11;True;0.18;True;ERR;ERR;ERR
5;0.01;False;0.0;False;0.01;False;TO;TO;TO
6;0.0;False;0.01;True;0.01;True;ERR;ERR;ERR
7;0.01;False;0.0;False;0.01;False;0.48;False;0.248567677
8;ERR;ERR;0.0;True;0.01;True;TO;TO;TO
9;0.01;False;0.01;False;0.01;False;2.53;False;0.2131007239999998
10;0.01;False;0.01;False;0.01;False;TO;TO;TO
11;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
12;0.01;True;0.01;True;0.01;True;0.19;True;0.005282892000000011
13;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
14;0.01;False;TO;TO;0.01;False;0.57;False;0.41335481999999996
15;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
16;0.01;False;0.01;False;0.06;False;TO;TO;TO
17;0.01;False;0.01;False;0.01;False;0.03;False;3.764100000000492e-05
18;0.01;False;0.01;False;0.03;False;ERR;ERR;ERR
19;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
20;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
21;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
22;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
23;0.01;False;0.23;False;0.01;False;TO;TO;TO
24;0.01;False;0.0;False;0.01;False;TO;TO;TO
25;0.01;False;0.07;False;0.01;False;TO;TO;TO
26;0.01;False;0.01;False;0.01;False;1.08;False;0.17623466199999993
27;0.01;False;0.0;False;0.01;False;0.03;False;0.00019741000000000203
28;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
29;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
30;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
31;ERR;ERR;TO;TO;TO;TO;ERR;ERR;ERR
32;1.42;True;0.01;True;0.01;True;0.35;True;0.143990883
33;0.01;False;TO;TO;0.0;False;ERR;ERR;ERR
34;0.02;False;0.0;False;0.0;False;0.26;False;0.209005106
35;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
36;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
37;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
38;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
39;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
40;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
41;0.01;True;0.01;True;0.01;True;TO;TO;TO
42;TO;TO;0.36;False;0.65;False;0.25;False;0.20967932700000003
43;0.01;False;0.01;True;0.01;True;0.22;True;0.189196787
44;0.01;False;0.01;True;ERR;ERR;TO;TO;TO
45;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
46;0.01;False;0.0;False;0.01;False;TO;TO;TO
47;0.01;False;0.01;True;0.0;True;ERR;ERR;ERR
48;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
49;0.01;False;TO;TO;0.01;False;TO;TO;TO
50;0.01;True;0.01;True;0.01;True;0.38;True;0.178397277
51;0.01;False;0.0;True;0.01;True;TO;TO;TO
52;ERR;ERR;0.01;False;0.01;False;1.81;False;0.16740362999999991
53;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
54;ERR;ERR;0.01;False;ERR;ERR;TO;TO;TO
55;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
56;0.01;False;0.01;False;0.0;False;TO;TO;TO
57;0.01;False;0.01;False;0.01;False;TO;TO;TO
58;0.01;False;0.81;False;0.01;False;ERR;ERR;ERR
59;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
60;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
61;0.0;False;0.01;False;0.01;False;0.18;False;0.014777824999999994
62;0.01;False;TO;TO;0.01;False;2.4;False;0.16119217600000013
63;0.01;False;0.01;False;0.02;False;0.03;False;0.00041565099999999605
64;TO;TO;TO;TO;0.41;True;ERR;ERR;ERR
65;ERR;ERR;0.01;False;0.01;False;TO;TO;TO
66;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
67;0.03;True;0.11;True;0.18;True;ERR;ERR;ERR
68;0.01;False;0.04;False;0.01;False;ERR;ERR;ERR
69;ERR;ERR;0.01;False;0.01;False;TO;TO;TO
70;0.01;False;TO;TO;TO;TO;0.14;False;0.0031610800000000105
71;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR
72;0.01;False;0.01;False;ERR;ERR;0.05;False;0.001694891000000004
73;TO;TO;0.0;True;0.01;True;0.55;True;0.469091397
74;ERR;ERR;0.01;True;0.01;True;0.43;True;0.08927206100000001
75;0.01;False;0.01;False;0.01;False;0.25;False;0.0046263890000000085
76;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
77;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
78;0.02;True;0.01;True;0.01;True;ERR;ERR;ERR
79;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
80;TO;TO;0.01;False;0.01;False;ERR;ERR;ERR
81;0.01;False;0.02;False;0.02;False;ERR;ERR;ERR
82;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
83;0.01;False;2.59;False;0.08;False;ERR;ERR;ERR
84;0.01;False;2.78;False;0.01;False;ERR;ERR;ERR
85;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
86;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
87;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR
88;ERR;ERR;0.02;True;0.01;True;ERR;ERR;ERR
89;0.01;False;TO;TO;2.09;False;ERR;ERR;ERR
90;0.01;False;1.55;False;1.9;False;ERR;ERR;ERR
91;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR
92;ERR;ERR;0.01;False;0.01;False;TO;TO;TO
93;0.02;True;0.01;True;0.01;True;ERR;ERR;ERR
94;ERR;ERR;0.01;False;0.01;False;1.84;False;0.21289654099999988
95;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
96;ERR;ERR;TO;TO;0.01;False;0.3;False;0.006503150000000013
97;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
98;0.01;False;0.67;False;0.6;False;TO;TO;TO
99;0.0;False;0.47;False;0.01;False;ERR;ERR;ERR
100;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR
101;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
102;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR
103;0.01;False;0.01;True;0.01;True;0.43;True;0.14045952599999995
104;TO;TO;0.01;True;0.01;True;0.66;True;0.33434452000000003
105;TO;TO;0.29;False;0.58;False;ERR;ERR;ERR
106;0.01;False;0.0;True;0.01;True;TO;TO;TO
107;ERR;ERR;TO;TO;TO;TO;ERR;ERR;ERR
108;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
109;0.01;False;0.01;False;0.01;False;2.81;False;0.15452213000000015
110;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
111;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR
112;0.01;False;0.01;True;0.01;True;TO;TO;TO
113;0.01;False;0.73;False;0.01;False;ERR;ERR;ERR
114;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
115;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
116;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR
117;0.01;False;0.01;False;0.01;False;0.06;False;0.02823821
118;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
119;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
120;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
121;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR
122;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
123;0.0;False;ERR;ERR;0.01;True;ERR;ERR;ERR
124;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
125;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
126;0.01;False;0.01;False;ERR;ERR;0.06;False;0.001980484999999997
127;0.0;False;0.01;False;0.02;False;0.77;False;0.016810309999999995
128;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
129;ERR;ERR;0.01;False;ERR;ERR;TO;TO;TO
130;0.01;False;0.01;False;0.01;False;0.25;False;0.162548758
131;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
132;ERR;ERR;TO;TO;0.01;False;ERR;ERR;ERR
133;0.01;False;1.13;False;2.46;False;ERR;ERR;ERR
134;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
135;TO;TO;0.5;False;0.65;False;0.38;False;0.23120383300000003
136;0.01;False;TO;TO;0.01;False;0.78;False;0.470264827
137;0.01;False;1.93;False;3.27;False;ERR;ERR;ERR
138;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR
139;0.0;False;0.09;False;0.11;False;0.47;False;0.10422923
140;0.01;False;0.01;False;0.0;False;0.03;False;0.00033276499999999876
141;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
142;0.01;False;0.0;False;0.01;False;0.74;False;0.13216226100000006
143;0.01;False;0.01;False;0.01;False;0.03;False;0.00022204699999999605
144;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
145;ERR;ERR;1.74;False;1.12;False;ERR;ERR;ERR
146;0.01;False;TO;TO;0.01;False;TO;TO;TO
147;0.01;True;0.01;False;0.01;False;TO;TO;TO
148;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
149;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
150;0.01;False;0.54;False;0.01;False;TO;TO;TO
151;TO;TO;0.34;False;0.76;False;0.16;False;0.128637622
152;ERR;ERR;0.01;False;0.0;False;2.36;False;0.03591497300000013
153;0.01;False;0.01;True;0.01;True;TO;TO;TO
154;0.01;False;0.04;False;0.06;False;ERR;ERR;ERR
155;0.01;False;0.01;False;0.01;False;TO;TO;TO
156;0.01;False;0.2;False;0.11;False;ERR;ERR;ERR
157;0.01;False;0.01;False;0.01;False;0.04;False;0.00013394099999999853
158;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
159;0.48;False;TO;TO;0.01;False;ERR;ERR;ERR
160;0.06;True;0.77;True;1.42;True;0.39;True;0.33976150400000005
161;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
162;0.01;False;0.01;True;0.0;True;TO;TO;TO
163;ERR;ERR;0.04;False;0.02;False;2.66;False;0.4015376919999998
164;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
165;0.01;False;0.0;True;0.01;True;ERR;ERR;ERR
166;0.01;False;0.0;False;0.01;False;0.21;False;0.12272372699999999
167;0.01;False;0.79;False;1.01;False;ERR;ERR;ERR
168;0.01;False;0.0;False;0.01;False;0.2;False;0.004507615999999992
169;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
170;0.01;False;0.63;False;0.87;False;ERR;ERR;ERR
171;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
172;TO;TO;0.01;True;0.01;True;1.4;True;0.26820055899999984
173;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
174;0.01;False;0.11;False;0.14;False;ERR;ERR;ERR
175;TO;TO;0.0;True;0.01;True;TO;TO;TO
176;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
177;0.01;False;0.0;False;0.01;False;TO;TO;TO
178;0.01;True;0.0;False;0.01;False;ERR;ERR;ERR
179;0.01;False;0.0;True;0.01;True;TO;TO;TO
180;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
181;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
182;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
183;TO;TO;TO;TO;0.42;True;ERR;ERR;ERR
184;TO;TO;0.01;True;0.01;True;TO;TO;TO
185;0.01;False;0.06;False;0.06;False;0.4;False;0.063457457
186;TO;TO;0.0;True;0.01;True;TO;TO;TO
187;0.01;False;0.01;True;0.01;True;TO;TO;TO
188;TO;TO;0.01;True;0.01;True;0.34;True;0.314415031
189;0.01;False;0.17;False;0.01;False;TO;TO;TO
190;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR
191;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
192;ERR;ERR;0.0;True;0.01;True;TO;TO;TO
193;0.01;False;0.01;False;0.01;False;TO;TO;TO
194;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
195;0.01;False;0.02;False;0.03;False;ERR;ERR;ERR
196;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
197;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
198;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
199;0.01;False;0.4;False;0.01;False;ERR;ERR;ERR
200;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
201;0.01;False;1.19;False;0.01;False;TO;TO;TO
202;TO;TO;1.97;False;0.01;False;1.44;False;0.16766088199999984
203;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
204;0.01;True;0.01;True;0.01;True;2.32;True;0.23597586999999987
205;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
206;0.01;False;0.74;False;1.44;False;ERR;ERR;ERR
207;0.01;True;0.01;True;0.01;True;0.26;True;0.005504285999999997
208;ERR;ERR;0.0;True;0.01;True;TO;TO;TO
209;0.33;False;0.01;False;0.0;False;0.21;False;0.170322267
210;0.01;False;0.02;False;0.01;False;TO;TO;TO
211;ERR;ERR;0.01;False;0.0;False;TO;TO;TO
212;TO;TO;TO;TO;TO;TO;TO;TO;TO
213;0.04;True;0.01;True;0.01;True;1.24;True;0.22393518599999995
214;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
215;ERR;ERR;TO;TO;TO;TO;TO;TO;TO
216;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
217;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
218;0.01;False;0.0;True;0.01;True;TO;TO;TO
219;0.32;True;0.01;True;0.01;True;ERR;ERR;ERR
220;0.01;False;2.52;False;TO;TO;0.4;False;0.329414702
221;0.01;False;0.01;False;0.01;False;1.23;False;0.10672005400000018
222;0.01;False;0.01;True;0.01;True;TO;TO;TO
223;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
224;0.02;True;0.01;True;0.01;True;ERR;ERR;ERR
225;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
226;0.01;False;0.01;False;0.01;False;0.03;False;0.0008765049999999996
227;0.02;True;0.01;False;0.01;False;ERR;ERR;ERR
228;0.01;False;0.0;True;0.01;True;TO;TO;TO
229;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR
230;TO;TO;0.01;True;0.0;True;0.3;True;0.26255259799999997
231;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
232;0.01;False;TO;TO;0.01;False;2.89;False;0.20135834299999988
233;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
234;0.01;False;0.1;False;0.06;False;ERR;ERR;ERR
235;0.01;False;0.0;True;0.01;True;0.3;True;0.03603603800000005
236;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
237;0.01;False;TO;TO;0.01;False;TO;TO;TO
238;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
239;0.01;False;0.0;False;0.01;False;TO;TO;TO
240;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
241;0.01;True;0.0;False;0.01;False;TO;TO;TO
242;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR
243;0.01;False;0.04;False;0.04;False;0.42;False;0.28087242
244;TO;TO;TO;TO;TO;TO;0.15;False;0.11592593599999998
245;ERR;ERR;TO;TO;TO;TO;ERR;ERR;ERR
246;0.01;False;0.0;False;0.0;False;1.16;False;0.20247993600000003
247;ERR;ERR;0.01;True;0.01;True;0.45;False;0.14637830200000002
248;ERR;ERR;0.01;False;ERR;ERR;TO;TO;TO
249;0.01;False;0.4;False;0.44;False;ERR;ERR;ERR
250;ERR;ERR;0.01;False;0.01;False;0.04;False;0.00038759799999999595
251;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR
252;0.01;False;3.11;False;TO;TO;ERR;ERR;ERR
253;ERR;ERR;0.0;False;0.01;False;TO;TO;TO
254;ERR;ERR;0.01;True;0.01;True;TO;TO;TO
255;0.0;False;0.01;False;0.01;False;1.76;False;0.1654372609999999
256;0.01;True;0.01;True;0.01;True;ERR;ERR;ERR
257;0.14;True;0.01;True;0.01;True;ERR;ERR;ERR
258;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
259;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
260;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
261;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
262;0.01;False;0.01;False;0.01;False;TO;TO;TO
263;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
264;TO;TO;0.01;True;0.0;True;ERR;ERR;ERR
265;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
266;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
267;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
268;0.01;False;TO;TO;0.01;False;0.28;False;0.06506014200000002
269;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
270;0.01;False;0.0;False;0.01;False;TO;TO;TO
271;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
272;0.0;False;0.08;False;0.01;False;TO;TO;TO
273;0.01;False;0.02;False;0.01;False;TO;TO;TO
274;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
275;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
276;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
277;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR
278;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
279;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
280;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
281;0.01;False;0.46;False;0.87;False;ERR;ERR;ERR
282;0.01;False;0.01;False;0.01;False;TO;TO;TO
283;ERR;ERR;0.01;True;0.01;True;TO;TO;TO
284;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
285;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
286;ERR;ERR;TO;TO;0.01;False;ERR;ERR;ERR
287;ERR;ERR;0.0;False;0.01;False;1.43;False;0.1959444589999999
288;TO;TO;0.0;True;0.01;True;1.66;True;0.4014997669999998
289;ERR;ERR;0.01;True;0.01;True;0.16;True;0.125803855
290;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
291;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
292;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
293;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
294;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
295;0.0;False;0.01;False;0.01;False;0.13;False;0.08916177800000001
296;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
297;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
298;0.01;False;0.01;True;0.01;True;TO;TO;TO
299;0.01;True;0.01;False;0.01;False;ERR;ERR;ERR
300;0.02;True;0.01;True;0.01;True;ERR;ERR;ERR
301;0.01;False;0.01;False;0.01;False;2.37;False;0.22249092300000006
302;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
303;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
304;0.01;False;TO;TO;TO;TO;0.21;False;0.140760011
305;0.13;True;0.0;True;0.01;True;ERR;ERR;ERR
306;TO;TO;0.01;True;0.0;True;3.25;True;1.6553157580000002
307;0.01;False;0.01;False;0.01;False;1.86;False;0.091278733
308;0.01;False;TO;TO;0.01;False;0.62;False;0.015653797999999997
309;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
310;0.01;False;0.01;False;0.01;False;1.42;False;0.19894497599999994
311;0.1;True;0.0;True;0.0;True;ERR;ERR;ERR
312;0.01;False;0.56;False;0.01;False;ERR;ERR;ERR
313;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
314;0.19;True;0.01;True;0.01;True;0.05;True;0.025620975999999997
315;1.48;True;0.0;True;0.01;True;0.19;True;0.10833255600000001
316;0.01;False;TO;TO;2.13;False;ERR;ERR;ERR
317;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
318;0.01;False;TO;TO;0.41;True;ERR;ERR;ERR
319;0.01;False;TO;TO;0.65;True;ERR;ERR;ERR
320;2.84;True;0.01;True;0.01;True;2.6;True;0.507330397
321;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
322;0.01;False;0.01;True;0.01;True;0.12;True;0.04841898800000001
323;0.01;False;0.0;True;0.0;True;ERR;ERR;ERR
324;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
325;0.02;True;0.0;True;0.01;True;ERR;ERR;ERR
326;ERR;ERR;0.01;False;0.01;False;2.53;False;0.2418927700000002
327;0.01;False;0.01;False;0.01;False;0.18;False;0.01737592099999999
328;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
329;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
330;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
331;0.0;False;0.0;True;0.01;True;1.18;True;0.4070036570000001
332;0.01;False;0.0;False;0.01;False;0.69;False;0.13022273800000006
333;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
334;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
335;0.01;True;0.0;True;0.01;True;ERR;ERR;ERR
336;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
337;0.01;False;0.0;False;0.01;False;0.43;False;0.060139198000000005
338;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
339;0.01;False;0.01;True;0.0;True;TO;TO;TO
